"age","gender","education","ethnicity","income","partisanship","eu_ref","condition","ethnicity_simple","know","contact","worry","govt_perf","restrict","behavior","numeracy","trust","distrust"
46,"Female","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I voted Leave","control","White",0.478411095681547,1.2085476392682,0.39131192602455,0.469453458655334,0.35076386178548,2.08509429149117,1.66666666666667,0.174875760452895,-0.163023990239364
18,"Female","A-level (or equivalent)","White","5","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,-0.476248804454124,0.0148571350245476,-1.43269617716106,0.35076386178548,-0.61273521267665,5.66666666666667,-1.48030703646599,-0.545723683660622
21,"Male","GCSE (or equivalent)","White","3","No party","I voted Remain","control","White",-1.12485768652899,0.460547865513442,0.542226157630451,0.841543428125356,-0.72988822364663,2.08509429149117,4,0.600391898492345,-0.515989718002722
21,"Female","Undergraduate degree (e.g., BA)","White","11","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.346210927114368,-0.476248804454124,-0.012674512737052,-0.266041503411797,-0.631210854979936,0.653457304943914,4.33333333333333,0.906610295808507,-1.18753996348727
34,"Female","A-level (or equivalent)","White","2","No party","I was eligible to vote, but did not","control","White",0.478411095681547,0.460547865513442,-0.012674512737052,0.499905767924618,0.35076386178548,-0.61273521267665,4,-0.707567328547404,0.440481649117151
32,"Male","GCSE (or equivalent)","White","3","Other party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,3.66666666666667,0.411588730106231,0.179364505373351
38,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Leave","control","White",-0.346210927114368,0.460547865513442,0.39131192602455,2.48638709001981,0.35076386178548,2.08509429149117,4.66666666666667,1.53856820712612,-1.18753996348727
30,"Male","Undergraduate degree (e.g., BA)","White","9","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.13642880061627,-0.758820588623685,0.35076386178548,-0.61273521267665,5.33333333333333,0.00112798586670993,1.17064678122528
41,"Male","GCSE (or equivalent)","White","7","Labour","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.97569903264372,-1.43269617716106,-0.72988822364663,2.08509429149117,3.66666666666667,-1.48030703646599,-0.163023990239364
27,"Male","Undergraduate degree (e.g., BA)","White","6","No party","I was eligible to vote, but did not","control","White",-1.12485768652899,-0.476248804454124,-0.40656918917133,-0.711099143561654,0.35076386178548,-0.61273521267665,4.66666666666667,-0.0555469339462184,0.179364505373351
19,"Female","A-level (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.406090459737849,0.460547865513442,0.948385674243263,0.80645351844387,0.35076386178548,-0.61273521267665,5.33333333333333,-0.0555469339462184,0.440481649117151
19,"Male","A-level (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Leave","control","White",0.478411095681547,-0.476248804454124,-0.858249332927297,0.141657406557449,0.35076386178548,0.653457304943914,6,-0.423893164514084,1.05140130502643
31,"Male","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.542226157630451,-0.711099143561654,0.35076386178548,0.653457304943914,4.33333333333333,-1.23103345450765,0.0841065831950797
37,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","9","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.012674512737052,-0.266041503411797,-0.631210854979936,-0.61273521267665,4,0.60588091299883,-1.18753996348727
34,"Male","GCSE (or equivalent)","White","3","No party","I was eligible to vote, but did not","control","White",-1.86255051670098,0.460547865513442,0.0148571350245476,0.469453458655334,0.35076386178548,-0.61273521267665,5.33333333333333,0.60588091299883,0.179364505373351
26,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Leave","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,0.80645351844387,0.35076386178548,0.653457304943914,5,1.2012493209256,-0.723456133636216
55,"Female","A-level (or equivalent)","White","6","Labour","I voted Leave","control","White",0.478411095681547,1.2085476392682,0.948385674243263,-1.43269617716106,0.35076386178548,-0.61273521267665,3.66666666666667,-1.48030703646599,1.51302502738189
19,"Male","A-level (or equivalent)","White","3","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,-1.33896920861413,1.23698157272214,5.33333333333333,-0.171076826370267,0.179364505373351
36,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","6","Green Party","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,-0.569873777763838,1.27888711087707,-0.631210854979936,0.653457304943914,4.66666666666667,0.823944676335416,-0.840650458004401
20,"Female","A-level (or equivalent)","White","5","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,0.460547865513442,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,5.66666666666667,0.174875760452895,-1.18753996348727
34,"Female","GCSE (or equivalent)","White","5","No party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.39131192602455,0.109008854862144,0.35076386178548,0.653457304943914,2.33333333333333,0.00112798586670993,-0.840650458004401
24,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Conservative Party","I voted Leave","control","White",-1.12485768652899,-0.476248804454124,-0.164773287130284,0.469453458655334,0.35076386178548,1.23698157272214,2.66666666666667,0.174875760452895,0.440481649117151
53,"Male","Undergraduate degree (e.g., BA)","White","6","Brexit Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.163641975699556,0.499905767924618,-1.33896920861413,0.653457304943914,3,0.406649230431018,-1.18753996348727
45,"Female","A-level (or equivalent)","White","5","No party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,1.30114992120372,0.141657406557449,-0.72988822364663,-0.61273521267665,5.33333333333333,0.352190160319605,-0.163023990239364
25,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Green Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,2.48638709001981,-2.03879438148036,-0.61273521267665,4,2.6806920328248,1.17064678122528
43,"Female","A-level (or equivalent)","White","5","Brexit Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,1.6137917861682,0.109008854862144,0.35076386178548,-0.61273521267665,2,1.2012493209256,-0.0695471024328525
29,"Female","GCSE (or equivalent)","White","1","No party","I was eligible to vote, but did not","control","White",-0.346210927114368,-0.476248804454124,-1.03522129865336,0.141657406557449,0.35076386178548,-0.61273521267665,1.33333333333333,0.174875760452895,-0.163023990239364
39,"Male","A-level (or equivalent)","White","4","Conservative Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.39131192602455,0.141657406557449,0.35076386178548,-0.61273521267665,4.33333333333333,0.411588730106231,0.75147380203735
27,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-1.97569903264372,0.109008854862144,-1.49368278420392,0.653457304943914,6,0.231678464004934,-0.443944911404698
21,"Male","GCSE (or equivalent)","White","2","Conservative Party","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,0.469453458655334,0.35076386178548,-0.61273521267665,3.66666666666667,0.906610295808507,-0.443944911404698
29,"Male","Undergraduate degree (e.g., BA)","White","9","Liberal Democrats","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.934074901068862,2.01819117897551
27,"Male","Undergraduate degree (e.g., BA)","White","2","No party","I was eligible to vote, but did not","control","White",-1.12485768652899,-0.476248804454124,-0.40656918917133,1.27888711087707,-1.49368278420392,-0.61273521267665,5.33333333333333,1.2012493209256,-1.72870802712963
44,"Male","A-level (or equivalent)","White","2","No party","I voted Leave","control","White",-0.346210927114368,0.373599441351396,0.39131192602455,-0.758820588623685,0.35076386178548,-0.61273521267665,4,-0.423893164514084,0.179364505373351
59,"Male","A-level (or equivalent)","White","3","Conservative Party","I voted Leave","control","White",0.478411095681547,0.373599441351396,-1.03522129865336,1.27888711087707,-0.836909460334576,-0.61273521267665,2.66666666666667,1.2012493209256,-1.22855802262628
45,"Male","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","control","White",0.478411095681547,1.20587038402259,-1.03522129865336,0.80645351844387,0.35076386178548,0.653457304943914,4.66666666666667,0.00112798586670993,-0.443944911404698
25,"Male","A-level (or equivalent)","White","3","No party","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,0.948385674243263,-0.266041503411797,-0.631210854979936,0.653457304943914,6,-0.707567328547404,2.01819117897551
66,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Conservative Party","I voted Leave","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,0.469453458655334,-0.72988822364663,-0.61273521267665,6,0.231678464004934,0.368309484450557
34,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","11","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-1.03522129865336,1.27888711087707,-2.03879438148036,0.653457304943914,5.66666666666667,0.906610295808507,-0.443944911404698
30,"Female","Undergraduate degree (e.g., BA)","White","2","Labour","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,-0.858249332927297,-0.266041503411797,-0.72988822364663,0.653457304943914,3.33333333333333,0.00112798586670993,0.11136859957819
36,"Female","Undergraduate degree (e.g., BA)","White","7","Liberal Democrats","I voted Remain","control","White",0.478411095681547,1.2085476392682,0.13642880061627,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-1.95680751435798,1.55446328442095
45,"Male","Undergraduate degree (e.g., BA)","White","3","No party","I voted Leave","control","White",0.478411095681547,0.460547865513442,-1.60829096761465,0.80645351844387,-2.03879438148036,2.08509429149117,3,2.332759842169,-0.443944911404698
28,"Male","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,-0.758820588623685,0.35076386178548,0.653457304943914,5.66666666666667,-1.57350052905171,2.01819117897551
38,"Male","A-level (or equivalent)","White","4","Green Party","I voted Leave","control","White",0.478411095681547,0.373599441351396,-1.34535842401841,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-0.934074901068862,0.368309484450557
26,"Male","A-level (or equivalent)","White","4","Labour","I voted Leave","control","White",0.478411095681547,0.460547865513442,0.215245801954673,-0.266041503411797,0.35076386178548,-0.61273521267665,3.66666666666667,-0.707567328547404,1.17064678122528
23,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Liberal Democrats","I voted Remain","control","White",0.478411095681547,0.460547865513442,-1.03522129865336,0.469453458655334,0.35076386178548,0.653457304943914,4.66666666666667,0.174875760452895,-1.18753996348727
47,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.012674512737052,-0.758820588623685,0.35076386178548,-0.61273521267665,3,-0.707567328547404,-0.806158112485411
39,"Female","Undergraduate degree (e.g., BA)","White","4","SNP","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.758820588623685,0.35076386178548,-0.61273521267665,2.33333333333333,-0.423893164514084,0.0841065831950797
27,"Male","A-level (or equivalent)","White","6","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.247447914764378,1.27888711087707,0.35076386178548,0.653457304943914,5,1.2012493209256,-1.18753996348727
33,"Male","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.13642880061627,0.439060660820015,0.35076386178548,-0.61273521267665,3.66666666666667,0.906610295808507,-1.62101884099287
22,"Male","Undergraduate degree (e.g., BA)","White","3","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.247447914764378,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,0.00112798586670993,-1.18753996348727
34,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,0.980948052732125,0.439060660820015,0.35076386178548,-0.61273521267665,2,-1.00788596326447,1.17064678122528
27,"Male","A-level (or equivalent)","White","4","No party","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,-0.436261904138585,0.109008854862144,0.35076386178548,0.653457304943914,5.66666666666667,0.60588091299883,-1.08850047114303
